service_id,date,exception_type
2601-374-2300052026-6NYY#DCD6,20260512,2
2601-374-2300052026-6NYY#DCD6,20260519,2
2601-375-1405052026-6DU#6NYY,20260504,2
2601-375-1405052026-6DU#6NYY,20260511,2
2601-375-1405052026-6DU#6NYY,20260518,2
2601-376-2100052026-6NYY#DCD6,20260504,2
2601-376-2100052026-6NYY#DCD6,20260511,2
2601-376-2100052026-6NYY#DCD6,20260518,2
2601-714-1345052026-6NYY#DCD6,20260504,2
2601-714-1345052026-6NYY#DCD6,20260505,2
2601-714-1345052026-6NYY#DCD6,20260506,2
2601-714-1345052026-6NYY#DCD6,20260507,2
2601-714-1345052026-6NYY#DCD6,20260511,2
2601-714-1345052026-6NYY#DCD6,20260512,2
2601-714-1345052026-6NYY#DCD6,20260513,2
2601-714-1345052026-6NYY#DCD6,20260514,2
2601-714-1345052026-6NYY#DCD6,20260518,2
2601-714-1345052026-6NYY#DCD6,20260519,2
2601-714-1345052026-6NYY#DCD6,20260520,2
2601-714-1345052026-6NYY#DCD6,20260521,2
2601-770-1630052026-6MT#6BE,20260502,2
2601-770-1630052026-6MT#6BE,20260505,2
2601-770-1630052026-6MT#6BE,20260506,2
2601-770-1630052026-6MT#6BE,20260509,2
2601-770-1630052026-6MT#6BE,20260512,2
2601-770-1630052026-6MT#6BE,20260513,2
2601-770-1630052026-6MT#6BE,20260516,2
2601-770-1630052026-6MT#6BE,20260519,2
2601-770-1630052026-6MT#6BE,20260520,2
2601-770-1630052026-6MT#6BE,20260523,2
2601-771-2230052026-6BE#6MT,20260505,2
2601-771-2230052026-6BE#6MT,20260506,2
2601-771-2230052026-6BE#6MT,20260512,2
2601-771-2230052026-6BE#6MT,20260513,2
2601-771-2230052026-6BE#6MT,20260519,2
2601-771-2230052026-6BE#6MT,20260520,2
2601-778-1840052026-6NYY#6BE,20260505,2
2601-778-1840052026-6NYY#6BE,20260506,2
2601-778-1840052026-6NYY#6BE,20260512,2
2601-778-1840052026-6NYY#6BE,20260513,2
2601-778-1840052026-6NYY#6BE,20260519,2
